municipality_id,municipality_name,domain,tier_public_label,checkpoint_cdx_record_count,checkpoint_valid_capture_count,model_total_arquivo_captures,capture_count_imputed,imputation_note,first_capture_timestamp,last_capture_timestamp,first_capture_year,last_capture_year,active_years_count,unique_digest_count,status_200_count,status_3xx_count,status_4xx_count,status_5xx_count,mime_html_count,mime_pdf_count,mime_image_count,checkpoint_capture_source,model_capture_source,capture_density,digital_decay_rate,digital_decay_rate_source,digital_decay_rate_formula_status,risk_score,evidence_quality_flag
MUN_0BFE517B,Bragança,cm-braganca.pt,Tier 2 — Estagnação,5000,2940,697.0,no,raw value used directly,19981206023623,20241022021710,1998,2024,26,1890,2396,544,2043,5,4705,8,160,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0200581311692,15.8765,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.5,ok
MUN_9DB6D753,Cabeceiras de Basto,cabeceirasdebasto.pt,Tier 3 — Risco de Fuga,5000,4947,531.0,no,raw value used directly,20091218012109,20240929234726,2009,2024,16,4438,1675,3272,51,0,4998,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0340712223292,17.6565,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,11.1,ok
MUN_7CBA1899,Cadaval,cm-cadaval.pt,Tier 2 — Estagnação,5000,4822,646.0,no,raw value used directly,20020329074333,20241028205135,2002,2024,23,1709,4773,49,176,0,1756,0,3188,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0472567666423,17.5891,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,2.5,ok
MUN_8DC90693,Caldas da Rainha,mcr.pt,Tier 2 — Estagnação,5000,4506,25.0,no,raw value used directly,20050723120841,20251120212020,2005,2025,21,1457,3978,528,424,3,560,5,3249,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.000484439793822,28.371,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.4,ok
MUN_64CB487F,Calheta [R.A.A.],cm-calheta.pt,Tier 3 — Risco de Fuga,5000,4777,146.0,no,raw value used directly,20090928125205,20240324154431,2009,2024,15,2816,4598,179,215,4,3790,0,1205,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0417142857143,11.5987,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,13.1,ok
MUN_06437F55,Calheta [R.A.M.],cmcalheta.pt,Tier 2 — Estagnação,5000,4298,148.0,no,raw value used directly,20141001041026,20250127160642,2014,2025,12,2111,4249,365,382,3,3281,0,352,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0134864224531,17.4755,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,5.3,ok
MUN_28392635,Câmara de Lobos,cm-camaradelobos.pt,Tier 3 — Risco de Fuga,5000,4792,581.0,no,raw value used directly,20070216062039,20250523204345,2007,2025,19,1300,4465,328,195,11,1944,0,440,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0179709248376,17.6848,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.7,ok
MUN_10611480,Caminha,cm-caminha.pt,Tier 2 — Estagnação,5000,2467,1097.0,no,raw value used directly,20020806112705,20240929234726,2002,2024,23,2027,2062,405,2531,0,4796,0,6,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0689200226173,16.5962,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.8,ok
MUN_330B4727,Campo Maior,cm-campo-maior.pt,Tier 2 — Estagnação,5000,4636,208.0,no,raw value used directly,19981205184249,20241231010437,1998,2024,27,3165,4435,243,224,13,3370,735,432,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0257648953301,19.765,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.6,ok
MUN_1694416F,Cantanhede,cm-cantanhede.pt,Tier 3 — Risco de Fuga,5000,4068,167.0,no,raw value used directly,19981205172745,20251121025626,1998,2025,28,1528,3904,164,890,42,2419,68,2233,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00485324033711,23.5426,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.6,ok
MUN_2D5A25B7,Carrazeda de Ansiães,cm-carrazedadeansiaes.pt,Tier 4 — Risco Crítico,5000,1481,909.0,no,raw value used directly,20040219134350,20240925223925,2004,2024,21,1368,1399,82,3473,46,4999,0,1,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.166179159049,16.7633,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,96.8,ok
MUN_5E36566C,Carregal do Sal,cm-carregal.pt,Tier 3 — Risco de Fuga,5000,4934,568.0,no,raw value used directly,20011207045207,20241227010502,2001,2024,21,3627,4854,80,45,21,4998,0,2,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0624656329044,19.4109,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,8.6,ok
MUN_86649B42,Cartaxo,cm-cartaxo.pt,Tier 2 — Estagnação,5000,4226,241.0,no,raw value used directly,20010302041635,20241231221801,2001,2024,23,1335,3981,245,426,157,659,0,2624,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0102492132347,19.3625,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.4,ok
MUN_D78AC607,Cascais,cm-cascais.pt,Tier 1 — Resiliência,5000,4354,476.0,no,raw value used directly,19981206130717,20240607172557,1998,2024,26,4295,3851,503,635,0,4989,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00221950741856,17.909,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.1,ok
MUN_0DA4B98D,Castanheira de Pêra,cm-castanheiradepera.pt,Tier 4 — Risco Crítico,5000,4841,374.0,no,raw value used directly,19981111183432,20241230232113,1998,2024,27,2852,4706,135,137,11,4309,116,379,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.138981791156,18.393,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,83.9,ok
MUN_7EFD2C7F,Castelo Branco,cm-castelobranco.pt,Tier 3 — Risco de Fuga,5000,4900,3730.0,no,raw value used directly,19981207044822,20250101005521,1998,2025,28,4686,4826,74,73,27,5000,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0710029885976,1.983,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,4.0,ok
MUN_6E5761A2,Castelo de Paiva,cm-castelo-paiva.pt,Tier 3 — Risco de Fuga,5000,4954,763.0,no,raw value used directly,19981202052059,20250822154639,1998,2025,28,3921,4544,410,46,0,4442,0,511,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0491465378422,15.5814,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,5.7,ok
MUN_C7DCE5E5,Castelo de Vide,cm-castelo-vide.pt,Tier 4 — Risco Crítico,5000,2699,525.0,no,raw value used directly,19981205181545,20240329003621,1998,2024,26,4080,2576,141,2116,167,4999,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.164165103189,19.4713,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,54.3,ok
MUN_6CD3D66A,Castro Daire,cm-castrodaire.pt,Tier 3 — Risco de Fuga,5000,3822,522.0,no,raw value used directly,20050501035043,20250818125656,2005,2025,21,2606,3812,282,873,33,3116,0,1198,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0379912663755,16.7716,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,20.5,ok
MUN_70FF02B8,Castro Marim,cm-castromarim.pt,Tier 2 — Estagnação,5000,4672,201.0,no,raw value used directly,20010414005729,20241002011203,2001,2024,24,960,4144,528,328,0,2853,21,1979,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0307574598317,16.1668,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,3.2,ok
MUN_9193F310,Castro Verde,cm-castroverde.pt,Tier 3 — Risco de Fuga,5000,4478,168.0,no,raw value used directly,20070930083147,20240315235559,2007,2024,18,1716,3739,739,521,0,3804,1177,2,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.024256425065,23.6007,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,7.0,ok
MUN_511BF1B8,Celorico da Beira,cm-celoricodabeira.pt,Tier 4 — Risco Crítico,5000,4781,150.0,no,raw value used directly,20010721223143,20240929234727,2001,2024,24,1655,1836,2945,213,4,3649,0,1093,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.022741055185,24.5579,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,91.2,ok
MUN_33782D60,Celorico de Basto,cm-celoricodebasto.pt,Tier 3 — Risco de Fuga,6,3,628.0,yes,fase2 raw=0; model used median imputed value=628,20230119131659,20230119131719,2023,2023,1,2,0,3,3,0,3,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0354922572623,0,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,16.9,imputed
MUN_086A7856,Chamusca,cm-chamusca.pt,Tier 4 — Risco Crítico,5000,4557,1312.0,no,raw value used directly,19981205180655,20241231204447,1998,2024,25,4568,4389,168,442,1,2638,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.153360607832,15.9304,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,95.2,ok
MUN_0F0AA3F5,Chaves,cm-chaves.pt,Tier 3 — Risco de Fuga,5000,4996,20.0,no,raw value used directly,20010118160340,20240614010851,2001,2024,17,1829,4926,70,4,0,4733,0,267,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.000532155495836,25.0884,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.5,ok
MUN_8EAADA4D,Cinfães,cm-cinfaes.pt,Tier 4 — Risco Crítico,5000,3378,1292.0,no,raw value used directly,19991128232807,20241231223630,1999,2024,26,4657,3181,197,1618,4,5000,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0727109010074,15.0771,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,32.6,ok
MUN_7AFB01C9,Coimbra,cm-coimbra.pt,Tier 2 — Estagnação,5000,4854,1136.0,no,raw value used directly,19981212023844,20251120202736,1998,2025,28,2382,4087,767,111,1,4953,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00801540990778,14.8788,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.6,ok
MUN_65FD23A3,Condeixa-a-Nova,cm-condeixa.pt,Tier 2 — Estagnação,5000,4857,936.0,no,raw value used directly,19991008115541,20241113000507,1999,2024,26,2017,4017,840,78,0,2763,1885,20,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0553682342502,17.0453,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,1.2,ok
MUN_6E8036E3,Constância,cm-constancia.pt,Tier 2 — Estagnação,5000,3779,1344.0,no,raw value used directly,20020130154609,20250101014442,2002,2025,23,2885,3710,101,1186,3,4304,0,322,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.353126642144,15.8639,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,3.1,ok
MUN_8B7CA5B0,Coruche,cm-coruche.pt,Tier 4 — Risco Crítico,5000,4413,1246.0,no,raw value used directly,20010723231110,20241215051215,2001,2024,23,4572,4192,221,579,8,2632,0,10,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0712937002918,16.4174,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,84.2,ok
MUN_BFF0C2DE,Corvo,cm-corvo.pt,Tier 2 — Estagnação,5000,4148,93.0,no,raw value used directly,20040629165224,20251215143447,2004,2025,22,2887,3711,645,642,2,3204,509,445,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.231920199501,26.0302,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,8.6,ok
MUN_DBA9BE09,Covilhã,cm-covilha.pt,Tier 3 — Risco de Fuga,5000,4965,319.0,no,raw value used directly,19990117023556,20241124213828,1999,2024,26,330,4892,73,34,0,4765,2,114,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00685314084386,19.0202,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,3.5,ok
MUN_E6DF7428,Crato,cm-crato.pt,Tier 4 — Risco Crítico,5000,4099,191.0,no,raw value used directly,19981111191418,20241111201800,1998,2024,26,318,2316,1791,856,0,2921,0,2042,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0587330873309,21.5032,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,91.6,ok
MUN_33CAC763,Cuba,cm-cuba.pt,Tier 3 — Risco de Fuga,5000,4944,505.0,no,raw value used directly,20020806081809,20240927233331,2002,2024,23,3348,4888,56,50,0,3416,0,1298,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.114616432138,17.726,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,5.0,ok
MUN_AFC1FB75,Elvas,cm-elvas.pt,Tier 3 — Risco de Fuga,5000,2455,266.0,no,raw value used directly,19981201221228,20241231211827,1998,2024,26,3590,1489,1176,2319,14,4883,0,84,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0128198949347,19.4109,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.5,ok
MUN_BFE2EFAF,Entroncamento,cm-entroncamento.pt,Tier 1 — Resiliência,5000,4592,1047.0,no,raw value used directly,20010911091629,20241126022937,2001,2024,22,3754,4551,80,328,40,4733,0,266,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0509166950348,16.7184,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.4,ok
MUN_6AD8A56B,Espinho,cm-espinho.pt,Tier 2 — Estagnação,5000,4871,40.0,no,raw value used directly,19980518050733,20240804210945,1998,2024,27,2226,4577,294,122,7,2234,51,2542,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00127762872109,26.0092,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,3.7,ok
MUN_220C19D1,Esposende,cm-esposende.pt,Tier 1 — Resiliência,5000,3794,115.0,no,raw value used directly,20010331125648,20251120195442,2001,2025,25,1886,3503,291,1194,12,2949,55,1530,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00323770376418,26.0083,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.3,ok
MUN_AC4FF97E,Estarreja,cm-estarreja.pt,Tier 2 — Estagnação,5000,4943,940.0,no,raw value used directly,20010306211351,20240929234726,2001,2024,23,4592,4732,211,47,10,4892,61,14,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0355280066521,16.8555,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,3.7,ok
MUN_9770F9C4,Estremoz,cm-estremoz.pt,Tier 3 — Risco de Fuga,5000,4949,823.0,no,raw value used directly,20030206194041,20251117123753,2003,2025,23,4530,4853,96,45,4,4996,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0645743428796,16.2353,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,42.4,ok
MUN_D1586062,Évora,cm-evora.pt,Tier 2 — Estagnação,5000,3029,664.0,no,raw value used directly,19981205174128,20241221213046,1998,2024,26,1359,1444,1585,1936,28,4804,0,141,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0123229961212,17.1661,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.4,ok
MUN_A20DF05B,Fafe,cm-fafe.pt,Tier 2 — Estagnação,5000,4956,1283.0,no,raw value used directly,19990208012247,20251117123509,1999,2025,27,3769,4856,100,33,11,4967,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0264427040396,16.5335,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,3.9,ok
MUN_11F7B1F5,Faro,cm-faro.pt,Tier 1 — Resiliência,5000,4339,396.0,no,raw value used directly,20000824044334,20240328212038,2000,2024,24,3085,3028,1311,657,3,4925,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0058300453448,17.6714,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.1,ok
MUN_76C542DD,Felgueiras,cm-felgueiras.pt,Tier 2 — Estagnação,5000,4819,628.0,yes,fase2 raw=0; model used median imputed value=628,19981212023843,20240928232441,1998,2024,27,1425,1395,3424,180,0,4978,0,8,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0112446059912,15.6819,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.5,imputed
MUN_34962A00,Ferreira do Alentejo,cm-ferreira-alentejo.pt,Tier 3 — Risco de Fuga,5000,4034,628.0,yes,fase2 raw=0; model used median imputed value=628,20020414130451,20230720102857,2002,2023,22,3496,3541,493,966,0,4979,0,21,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.080626524586,24.1091,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,34.2,imputed
MUN_C2B1A0A1,Ferreira do Zêzere,cm-ferreiradozezere.pt,Tier 4 — Risco Crítico,5000,4605,1285.0,no,raw value used directly,20021017044405,20241018195535,2002,2024,21,4278,4550,213,235,0,2861,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.163631733096,16.3167,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,95.4,ok
MUN_69DF9600,Figueira da Foz,cm-figfoz.pt,Tier 2 — Estagnação,5000,3604,1352.0,no,raw value used directly,19981205044438,20241116001106,1998,2024,27,2010,3349,255,1317,4,3424,11,1297,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0227724439953,15.021,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.7,ok
MUN_799C319B,Figueira de Castelo Rodrigo,cm-fcr.pt,Tier 4 — Risco Crítico,5000,4081,381.0,no,raw value used directly,20010517041840,20241227231743,2001,2024,22,1754,673,3408,918,0,4996,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.0741100953122,20.1054,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,94.3,ok
MUN_3E1385F1,Figueiró dos Vinhos,cm-figueirodosvinhos.pt,Tier 4 — Risco Crítico,5000,4930,812.0,no,raw value used directly,20020105210648,20241231221435,2002,2024,23,2610,4794,136,65,2,1983,2249,713,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.153584263287,17.078,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,84.7,ok
MUN_057E63A8,Fornos de Algodres,cm-fornosdealgodres.pt,Tier 4 — Risco Crítico,5000,4050,501.0,no,raw value used directly,20001020094016,20241003022938,2000,2024,24,1680,1380,2670,941,7,4998,0,0,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.112812429633,19.6174,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,68.6,ok
MUN_E5E5F51B,Freixo de Espada à Cinta,cm-freixoespadacinta.pt,Tier 4 — Risco Crítico,5000,3805,628.0,yes,fase2 raw=0; model used median imputed value=628,20050720000916,20250818125120,2005,2025,18,1707,3771,34,1191,1,3075,0,252,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.192697146364,19.3908,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,77.0,imputed
MUN_904619FF,Fronteira,cm-fronteira.pt,Tier 4 — Risco Crítico,5000,4751,628.0,yes,fase2 raw=0; model used median imputed value=628,20020604024524,20240817144835,2002,2024,23,3071,4573,205,222,0,1858,70,727,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.21302578019,25.7344,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,83.1,imputed
MUN_DE270A61,Funchal,cm-funchal.pt,Tier 1 — Resiliência,5000,4811,628.0,yes,fase2 raw=0; model used median imputed value=628,20000903211721,20241001233135,2000,2024,25,1361,4415,396,186,0,2999,0,1848,cdx_checkpoint.json (local capped checkpoint),relatorio_produto_cassandra.csv,0.00590491951256,24.726,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,0.7,imputed
