municipality_id,municipality_name,domain,raw_total_arquivo_captures,model_total_arquivo_captures,capture_count_imputed,capture_density,capture_density_formula,digital_decay_rate,digital_decay_rate_source,digital_decay_rate_formula_status,total_arquivo_captures_enters_model,capture_density_enters_model,digital_decay_rate_enters_model,tier_public_label,notes
MUN_6CD3D66A,Castro Daire,cm-castrodaire.pt,522,522.0,no,0.0379912663755,Total_Arquivo_Captures / Pop. 2021,16.7716,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_70FF02B8,Castro Marim,cm-castromarim.pt,201,201.0,no,0.0307574598317,Total_Arquivo_Captures / Pop. 2021,16.1668,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_9193F310,Castro Verde,cm-castroverde.pt,168,168.0,no,0.024256425065,Total_Arquivo_Captures / Pop. 2021,23.6007,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_511BF1B8,Celorico da Beira,cm-celoricodabeira.pt,150,150.0,no,0.022741055185,Total_Arquivo_Captures / Pop. 2021,24.5579,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_33782D60,Celorico de Basto,cm-celoricodebasto.pt,0,628.0,yes,0.0354922572623,Total_Arquivo_Captures / Pop. 2021,0,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_086A7856,Chamusca,cm-chamusca.pt,1312,1312.0,no,0.153360607832,Total_Arquivo_Captures / Pop. 2021,15.9304,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_0F0AA3F5,Chaves,cm-chaves.pt,20,20.0,no,0.000532155495836,Total_Arquivo_Captures / Pop. 2021,25.0884,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_8EAADA4D,Cinfães,cm-cinfaes.pt,1292,1292.0,no,0.0727109010074,Total_Arquivo_Captures / Pop. 2021,15.0771,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_7AFB01C9,Coimbra,cm-coimbra.pt,1136,1136.0,no,0.00801540990778,Total_Arquivo_Captures / Pop. 2021,14.8788,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_65FD23A3,Condeixa-a-Nova,cm-condeixa.pt,936,936.0,no,0.0553682342502,Total_Arquivo_Captures / Pop. 2021,17.0453,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_6E8036E3,Constância,cm-constancia.pt,1344,1344.0,no,0.353126642144,Total_Arquivo_Captures / Pop. 2021,15.8639,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_8B7CA5B0,Coruche,cm-coruche.pt,1246,1246.0,no,0.0712937002918,Total_Arquivo_Captures / Pop. 2021,16.4174,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_BFF0C2DE,Corvo,cm-corvo.pt,93,93.0,no,0.231920199501,Total_Arquivo_Captures / Pop. 2021,26.0302,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_DBA9BE09,Covilhã,cm-covilha.pt,319,319.0,no,0.00685314084386,Total_Arquivo_Captures / Pop. 2021,19.0202,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_E6DF7428,Crato,cm-crato.pt,191,191.0,no,0.0587330873309,Total_Arquivo_Captures / Pop. 2021,21.5032,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_33CAC763,Cuba,cm-cuba.pt,505,505.0,no,0.114616432138,Total_Arquivo_Captures / Pop. 2021,17.726,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_AFC1FB75,Elvas,cm-elvas.pt,266,266.0,no,0.0128198949347,Total_Arquivo_Captures / Pop. 2021,19.4109,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_BFE2EFAF,Entroncamento,cm-entroncamento.pt,1047,1047.0,no,0.0509166950348,Total_Arquivo_Captures / Pop. 2021,16.7184,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_6AD8A56B,Espinho,cm-espinho.pt,40,40.0,no,0.00127762872109,Total_Arquivo_Captures / Pop. 2021,26.0092,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_220C19D1,Esposende,cm-esposende.pt,115,115.0,no,0.00323770376418,Total_Arquivo_Captures / Pop. 2021,26.0083,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_AC4FF97E,Estarreja,cm-estarreja.pt,940,940.0,no,0.0355280066521,Total_Arquivo_Captures / Pop. 2021,16.8555,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_9770F9C4,Estremoz,cm-estremoz.pt,823,823.0,no,0.0645743428796,Total_Arquivo_Captures / Pop. 2021,16.2353,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_D1586062,Évora,cm-evora.pt,664,664.0,no,0.0123229961212,Total_Arquivo_Captures / Pop. 2021,17.1661,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_A20DF05B,Fafe,cm-fafe.pt,1283,1283.0,no,0.0264427040396,Total_Arquivo_Captures / Pop. 2021,16.5335,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_11F7B1F5,Faro,cm-faro.pt,396,396.0,no,0.0058300453448,Total_Arquivo_Captures / Pop. 2021,17.6714,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
MUN_76C542DD,Felgueiras,cm-felgueiras.pt,0,628.0,yes,0.0112446059912,Total_Arquivo_Captures / Pop. 2021,15.6819,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_34962A00,Ferreira do Alentejo,cm-ferreira-alentejo.pt,0,628.0,yes,0.080626524586,Total_Arquivo_Captures / Pop. 2021,24.1091,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_C2B1A0A1,Ferreira do Zêzere,cm-ferreiradozezere.pt,1285,1285.0,no,0.163631733096,Total_Arquivo_Captures / Pop. 2021,16.3167,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_69DF9600,Figueira da Foz,cm-figfoz.pt,1352,1352.0,no,0.0227724439953,Total_Arquivo_Captures / Pop. 2021,15.021,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_799C319B,Figueira de Castelo Rodrigo,cm-fcr.pt,381,381.0,no,0.0741100953122,Total_Arquivo_Captures / Pop. 2021,20.1054,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_3E1385F1,Figueiró dos Vinhos,cm-figueirodosvinhos.pt,812,812.0,no,0.153584263287,Total_Arquivo_Captures / Pop. 2021,17.078,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_057E63A8,Fornos de Algodres,cm-fornosdealgodres.pt,501,501.0,no,0.112812429633,Total_Arquivo_Captures / Pop. 2021,19.6174,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_E5E5F51B,Freixo de Espada à Cinta,cm-freixoespadacinta.pt,0,628.0,yes,0.192697146364,Total_Arquivo_Captures / Pop. 2021,19.3908,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_904619FF,Fronteira,cm-fronteira.pt,0,628.0,yes,0.21302578019,Total_Arquivo_Captures / Pop. 2021,25.7344,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_DE270A61,Funchal,cm-funchal.pt,0,628.0,yes,0.00590491951256,Total_Arquivo_Captures / Pop. 2021,24.726,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_611E1B2C,Fundão,cm-fundao.pt,0,628.0,yes,0.0235629596278,Total_Arquivo_Captures / Pop. 2021,7.9682,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_2B421954,Gavião,cm-gaviao.pt,0,628.0,yes,0.185141509434,Total_Arquivo_Captures / Pop. 2021,19.7594,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_C1441840,Góis,cm-gois.pt,0,628.0,yes,0.165524512388,Total_Arquivo_Captures / Pop. 2021,19.5768,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_68BFC02E,Golegã,cm-golega.pt,0,628.0,yes,0.116533679718,Total_Arquivo_Captures / Pop. 2021,15.7787,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_B75BCD7C,Gondomar,cm-gondomar.pt,0,628.0,yes,0.00379899217819,Total_Arquivo_Captures / Pop. 2021,19.2005,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_F83491CF,Gouveia,cm-gouveia.pt,0,628.0,yes,0.0511692332763,Total_Arquivo_Captures / Pop. 2021,25.2572,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_1ABB5926,Grândola,cm-grandola.pt,0,628.0,yes,0.0450050164827,Total_Arquivo_Captures / Pop. 2021,10.8437,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_35BBB958,Guarda,mun-guarda.pt,1137,1137.0,no,0.0282709234671,Total_Arquivo_Captures / Pop. 2021,2.1776,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_8F22A04A,Guimarães,cm-guimaraes.pt,0,628.0,yes,0.00400237083113,Total_Arquivo_Captures / Pop. 2021,14.8588,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_1767290A,Horta,cmhorta.pt,1121,1121.0,no,0.07770153185,Total_Arquivo_Captures / Pop. 2021,15.8812,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_2F6CE977,Idanha-a-Nova,cm-idanhanova.pt,2611,2611.0,no,0.310205536414,Total_Arquivo_Captures / Pop. 2021,2.4402,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_13D2BB36,Ílhavo,cm-ilhavo.pt,0,628.0,yes,0.0157685933812,Total_Arquivo_Captures / Pop. 2021,15.5243,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_A2510CBE,Lagoa,cm-lagoa.pt,0,628.0,yes,0.0262212943633,Total_Arquivo_Captures / Pop. 2021,16.8818,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_8E8DC35D,Lagoa [R.A.A.],lagoa-acores.pt,200,200.0,no,0.0139266067823,Total_Arquivo_Captures / Pop. 2021,12.1744,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,ok
MUN_8DB95C71,Lagos,cm-lagos.pt,0,628.0,yes,0.0186732478963,Total_Arquivo_Captures / Pop. 2021,14.9486,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_A1C21A8B,Lajes das Flores,cmlajesdasflores.pt,579,579.0,no,0.409187279152,Total_Arquivo_Captures / Pop. 2021,10.7668,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_DA5FB3D6,Lajes do Pico,cm-lajesdopico.pt,698,698.0,no,0.159106450878,Total_Arquivo_Captures / Pop. 2021,9.4124,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_A37B699A,Lamego,cm-lamego.pt,0,628.0,yes,0.0258064516129,Total_Arquivo_Captures / Pop. 2021,16.7452,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_97165604,Leiria,cm-leiria.pt,0,628.0,yes,0.00484620252188,Total_Arquivo_Captures / Pop. 2021,15.6594,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_9B643420,Lisboa,cm-lisboa.pt,0,628.0,yes,0.00114805945047,Total_Arquivo_Captures / Pop. 2021,10.5744,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_E85CA389,Loulé,cm-loule.pt,0,628.0,yes,0.00865753122501,Total_Arquivo_Captures / Pop. 2021,1.1401,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_357F9948,Loures,cm-loures.pt,0,628.0,yes,0.00309878614428,Total_Arquivo_Captures / Pop. 2021,1.7618,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_B6537034,Lourinhã,cm-lourinha.pt,0,628.0,yes,0.0235320568067,Total_Arquivo_Captures / Pop. 2021,17.3521,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_84344805,Lousã,cm-lousa.pt,0,628.0,yes,0.0367058273423,Total_Arquivo_Captures / Pop. 2021,19.2359,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_7CCECEFC,Lousada,cm-lousada.pt,0,628.0,yes,0.0131993778637,Total_Arquivo_Captures / Pop. 2021,15.5713,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_360FF597,Mação,cm-macao.pt,0,628.0,yes,0.09766718507,Total_Arquivo_Captures / Pop. 2021,16.6109,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,Capture count imputed with median value.
MUN_4C6236E8,Macedo de Cavaleiros,cm-macedodecavaleiros.pt,788,788.0,no,0.0553837503514,Total_Arquivo_Captures / Pop. 2021,17.1355,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_FD37943D,Machico,cm-machico.pt,0,628.0,yes,0.0319495319495,Total_Arquivo_Captures / Pop. 2021,17.1064,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,Capture count imputed with median value.
MUN_E3777529,Madalena,cm-madalena.pt,0,628.0,yes,0.0981403344273,Total_Arquivo_Captures / Pop. 2021,17.1355,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_B0A5EF80,Mafra,cm-mafra.pt,0,628.0,yes,0.00717222476016,Total_Arquivo_Captures / Pop. 2021,15.2233,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_C0D82E85,Maia,cm-maia.pt,0,628.0,yes,0.00460015968707,Total_Arquivo_Captures / Pop. 2021,16.6477,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,Capture count imputed with median value.
MUN_A9F77A16,Mangualde,cmmangualde.pt,461,461.0,no,0.0250597956077,Total_Arquivo_Captures / Pop. 2021,16.9693,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 3 — Risco de Fuga,ok
MUN_A8CBDDC8,Manteigas,cm-manteigas.pt,171,171.0,no,0.0576728499157,Total_Arquivo_Captures / Pop. 2021,23.4698,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 4 — Risco Crítico,ok
MUN_35AEBF66,Marco de Canaveses,cm-marco-canaveses.pt,0,628.0,yes,0.0126518524488,Total_Arquivo_Captures / Pop. 2021,14.6495,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 2 — Estagnação,Capture count imputed with median value.
MUN_F466CEE7,Marinha Grande,cm-mgrande.pt,1163,1163.0,no,0.0294938121323,Total_Arquivo_Captures / Pop. 2021,15.6826,metricas_iei_completo.csv:Media_Dias_Entre_Capturas,LEGACY_MODEL_FEATURE - imported from metricas_iei_completo.csv:Media_Dias_Entre_Capturas; original derivation formula not fully recoverable from current repository,yes,yes,yes,Tier 1 — Resiliência,ok
